D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000001.JPEG,n01751748,n01751748,0.54638976,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000002.JPEG,n09193705,n04228054,0.8153069,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000003.JPEG,n02105855,n02106030,0.9835808,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000004.JPEG,n04263257,n07920052,0.5020419,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000005.JPEG,n03125729,n03131574,0.36438075,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000006.JPEG,n01735189,n01755581,0.6645203,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000007.JPEG,n02346627,n02346627,0.99933016,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000008.JPEG,n02776631,n04409515,0.5165231,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000009.JPEG,n03794056,n02137549,0.26966906,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000010.JPEG,n02328150,n02328150,0.3509249,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000011.JPEG,n01917289,n01917289,0.986953,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000012.JPEG,n02125311,n02125311,0.9956222,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000013.JPEG,n02484975,n02484975,0.9917286,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000014.JPEG,n04065272,n04065272,0.98552567,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000015.JPEG,n03496892,n03496892,0.9636604,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000016.JPEG,n02066245,n02066245,0.99999034,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000017.JPEG,n01914609,n01443537,0.7088101,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000018.JPEG,n01616318,n01608432,0.47620422,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000019.JPEG,n02971356,n02971356,0.7884016,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000020.JPEG,n03126707,n03126707,0.99124056,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000021.JPEG,n02346627,n02346627,0.9426937,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000022.JPEG,n02091244,n02091244,0.2743238,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000023.JPEG,n07742313,n07742313,0.618309,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000024.JPEG,n03956157,n03956157,0.96484596,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000025.JPEG,n01616318,n01616318,0.99968994,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000026.JPEG,n04380533,n04380533,0.9835698,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000027.JPEG,n02114548,n02114548,0.9711302,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000028.JPEG,n02089973,n02089867,0.31090108,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000029.JPEG,n01729977,n01729977,0.734025,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000030.JPEG,n04435653,n03903868,0.3116848,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000031.JPEG,n02280649,n02280649,0.9970651,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000032.JPEG,n03444034,n03444034,0.7036379,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000033.JPEG,n02077923,n01698640,0.16785613,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000034.JPEG,n09835506,n09835506,0.19643648,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000035.JPEG,n03478589,n03478589,0.95236933,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000036.JPEG,n04532106,n04532106,0.9947811,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000037.JPEG,n01644900,n01630670,0.66716075,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000038.JPEG,n02666196,n02666196,0.9894962,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000039.JPEG,n04141327,n04548362,0.5802693,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000040.JPEG,n01773797,n01773797,0.5045842,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000041.JPEG,n03125729,n02804414,0.8919455,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000042.JPEG,n04049303,n04049303,0.99552935,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000043.JPEG,n02006656,n02006656,0.9795617,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000044.JPEG,n02097209,n02097209,0.67608744,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000045.JPEG,n02111277,n02111277,0.97778815,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000046.JPEG,n03950228,n04380533,0.48703533,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000047.JPEG,n03393912,n03393912,1.0,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000048.JPEG,n02089973,n02089973,0.26468614,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000049.JPEG,n03930630,n02930766,0.7999749,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000050.JPEG,n02640242,n02536864,0.3708302,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000051.JPEG,n01828970,n02268443,0.8499661,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000052.JPEG,n01632777,n01632777,0.9999844,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000053.JPEG,n04372370,n04372370,1.0,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000054.JPEG,n03485794,n03485794,0.9999614,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000055.JPEG,n02443114,n02443484,0.5079458,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000056.JPEG,n02930766,n02930766,0.995908,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000057.JPEG,n02112018,n02112018,0.7830132,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000058.JPEG,n13040303,n13040303,0.99827445,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000059.JPEG,n04485082,n04367480,0.43861228,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000060.JPEG,n03482405,n03482405,0.47702888,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000061.JPEG,n02963159,n02963159,0.41281784,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000062.JPEG,n02093859,n02102973,0.7388577,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000063.JPEG,n01910747,n01910747,0.9986885,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000064.JPEG,n01693334,n01693334,0.62114996,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000065.JPEG,n04371430,n04371430,0.89751196,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000066.JPEG,n02526121,n02526121,0.9951874,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000067.JPEG,n01871265,n01871265,0.66572905,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000068.JPEG,n04532106,n04532106,0.9736612,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000069.JPEG,n04482393,n04482393,0.96956134,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000070.JPEG,n04370456,n04370456,0.27125308,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000071.JPEG,n02927161,n02536864,0.439154,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000072.JPEG,n02074367,n02074367,0.96766895,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000073.JPEG,n01608432,n01608432,0.895987,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000074.JPEG,n02966193,n02966193,0.9988456,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000075.JPEG,n01795545,n01795545,0.9869659,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000076.JPEG,n02791270,n02791270,0.4775457,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000077.JPEG,n02087394,n02087394,0.9321274,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000078.JPEG,n02116738,n02116738,0.9936766,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000079.JPEG,n02091635,n02091635,0.98011935,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000080.JPEG,n02895154,n02895154,0.9402907,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000081.JPEG,n09193705,n09193705,0.99344397,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000082.JPEG,n02088094,n02088094,0.99877113,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000083.JPEG,n04200800,n04200800,0.8643359,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000084.JPEG,n01737021,n01737021,0.22250609,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000085.JPEG,n02974003,n03100240,0.26465976,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000086.JPEG,n03032252,n03032252,0.99922085,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000087.JPEG,n02483708,n02483362,0.2842141,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000088.JPEG,n01632458,n04275548,0.2610382,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000089.JPEG,n02992529,n02992529,0.99851614,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000090.JPEG,n01698640,n01698640,0.19849314,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000091.JPEG,n02114548,n02114548,0.6551726,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000092.JPEG,n02497673,n02484975,0.5143626,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000093.JPEG,n02480855,n02480855,0.9901309,True
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000094.JPEG,n04147183,n02981792,0.47092813,False
D:\imagenet\ILSVRC2012_img_val\ILSVRC2012_val_00000095.JPEG,n02487347,n02487347,0.9804208,True
